Summit,AWS Session ID,Session name,Abstract,Capacity,Session Date,Start Time,End Time,Session Duration,Session Topic,Session Tracks,Session Type,Session Level,Area of Interest,Target Roles,Industry,Sponsor,Total Speakers,AWS Speakers,External Speakers,Robotics [Session Topic],Networking [Session Topic],AI/ML [Session Topic],Architecture [Session Topic],Cloud Operations [Session Topic],Front-End Web & Mobile [Session Topic],Enterprise & Migration [Session Topic],Content Delivery [Session Topic],Business Applications [Session Topic],Hybrid Cloud [Session Topic],End-User Computing [Session Topic],Training & Certification [Session Topic],Analytics [Session Topic],Kubernetes [Session Topic],Compute [Session Topic],Internet of Things [Session Topic],Migration & Transfer [Session Topic],Serverless Containers and Functions [Session Topic],DevOps & Developer Productivity [Session Topic],Management & Governance [Session Topic],Database [Session Topic],Security/Identity/Compliance [Session Topic],Application Integration [Session Topic],Storage [Session Topic],Blockchain [Session Topic],Threat Detection & Incident Response [Area of Interest],Social Impact [Area of Interest],Customer Enablement [Area of Interest],Inclusion & Diversity [Area of Interest],Small and Midsize Business (SMB) [Area of Interest],Well-Architected Framework [Area of Interest],New to AWS [Area of Interest],Open Source [Area of Interest],Modernization [Area of Interest],Sustainability [Area of Interest],BuildOn.AWS  [Area of Interest],Identity & Access Management [Area of Interest],Customer Stories [Area of Interest],Open Data [Area of Interest],Event-Driven Architecture [Area of Interest],Digital Native Business (DNB) [Area of Interest],Governance/Risk/Compliance [Area of Interest],Resilience [Area of Interest],Application Security [Area of Interest],VMware [Area of Interest],GovCloud [Area of Interest],Network & Infrastructure Security [Area of Interest],Data Protection [Area of Interest],AWS Partners [Area of Interest],Business Intelligence [Area of Interest],Global Infrastructure [Area of Interest],Microsoft [Area of Interest],SAP [Area of Interest],AWS Marketplace [Area of Interest],Disaster Response & Recovery [Area of Interest],Independent Software Vendor (ISV) [Area of Interest],Workforce Development [Area of Interest],Oracle [Area of Interest],Edge Computing [Area of Interest],Startup [Area of Interest],SaaS [Area of Interest],Generative AI [Area of Interest],DeepRacer [Area of Interest],Price Performance [Area of Interest],Innovation on AWS [Area of Interest],Tech Explorer [Target Roles],Developer / Engineer [Target Roles],Data Engineer [Target Roles],IT Executive [Target Roles],IT Administrator [Target Roles],Data Scientist [Target Roles],DevOps Engineer [Target Roles],Venture Capitalist [Target Roles],Advisor / Consultant [Target Roles],Business Executive [Target Roles],System Administrator [Target Roles],Academic / Researcher [Target Roles],Press / Media Analyst [Target Roles],Student [Target Roles],Entrepreneur (Founder/Co-Founder) [Target Roles],Sales / Marketing [Target Roles],Cloud Security Specialist [Target Roles],Solution or Systems Architect [Target Roles],IT Professional or Technical Manager [Target Roles],Financial Services [Industry],Automotive [Industry],Telecommunications [Industry],Government [Industry],Travel & Hospitality [Industry],Manufacturing & Industrial [Industry],Healthcare [Industry],Media & Entertainment [Industry],Consumer Packaged Goods [Industry],Education [Industry],Advertising & Marketing [Industry],Retail [Industry],Sports [Industry],Mining & Minerals [Industry],Aerospace & Satellite [Industry],Life Sciences [Industry],Agriculture [Industry],Energy [Industry],Games [Industry],Nonprofit [Industry]
New York,INO301-FM,From colo to AWS and using AWS APIs for custom auto-scaling,"In this lightning talk, learn about one company's lift and shift moving from collocation to the AWS Cloud, their struggles and failed attempts to use AWS auto-scaling, and finally a completely novel approach that others can use. This AWS customer created a custom monitoring solution using AWS APIs, Slack integration, and a recent redesign to use microservices and containers.",600,7/26/23,1/1/00 15:00,1/1/00 15:30,30,"Business Applications,Application Integration,Front-End Web & Mobile",Field - Innovation on AWS,Customer Lightning Talk,300 - Advanced,"Innovation on AWS,SaaS","IT Executive,Solution or Systems Architect,Cloud Security Specialist",,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,ISV201-FM,Worldwide leader in cloud banking: nCino's journey on AWS,"In this lightning talk, hear how using modern architecture practices like a serverless-first approach, infrastructure as code, and use of managed services allow nCino to innovate rapidly and provide groundbreaking features like automatic updates to their customers. Learn how this approach helps them keep operating costs low, allowing developers to focus on business requirements and developing new features to stay innovative.",250,7/26/23,1/1/00 12:45,1/1/00 13:15,30,"Architecture,Serverless Containers and Functions,DevOps & Developer Productivity",Field - ISV,Customer Lightning Talk,200 - Intermediate,"Independent Software Vendor (ISV),Modernization,Innovation on AWS","Advisor / Consultant,IT Executive,Solution or Systems Architect",Financial Services,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,ISV301-FM,How Red Canary and Zoom optimized their cloud operations and costs,"Attend this session to learn how Red Canary and Zoom radically scaled their solutions while simultaneously optimizing operations and cost. Explore how Red Canary built a managed detection and response data processing pipeline to handle over 1 petabyte of security telemetry data daily using relatively simple and well-known architectural building blocks. This resulted in an estimated cost savings of 65%â€“80% per instance. Also hear how, using AWS, Zoom was able to hyperscale during the pandemic 30 times within a few months. Efficiency and cost optimization were key priorities. Learn from their approach to cost optimization at scale, which led to over 150 million dollars in savings per year.",250,7/26/23,1/1/00 9:00,1/1/00 10:00,60,"Architecture,Cloud Operations,Compute",Field - ISV,Breakout Session,300 - Advanced,"Customer Stories,Digital Native Business (DNB),Independent Software Vendor (ISV)","IT Executive,IT Professional or Technical Manager,Solution or Systems Architect",Telecommunications,0,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,KUB201,Chart your Kubernetes course with Amazon EKS,"Get hands-on with Amazon EKS with this choose-your-own-adventure format. In this builders' session, participants of all skills levels receive an overview of Amazon EKS fundamentals before choosing from tailored areas of interest including observability, GitOps, auto scaling, and networking. Get practical experience with modules including cluster auto scaling using Karpenter, solving IP exhaustion through custom networking, and creating GitOps-based pipelines with Flux or ArgoCD. You must bring your laptop to participate",40,7/26/23,1/1/00 13:00,1/1/00 14:00,60,Kubernetes,Kubernetes,Builders' Session,200 - Intermediate,,,,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,KUB202-R,Adobe's journey toward building an internal developer platform (IDP),"In this lightning talk, discover how Adobe adopted Amazon EKS and open source technologies to accelerate developer productivity and set a new industry standard. Adobe's journey to the cloud began in 2015 with the launch of the impressive Ethos platform. With over 300 multi-tenant clusters and 3 million containers deployed across multiple regions, Ethos provides high resiliency, reliability, and robust CI/CD capabilities to more than 10,000 Adobe developers. Explore how Adobe is now evolving Ethos into a seamless internal developer platform (IDP) by integrating observability, security, diagnostics, and GitOps-based CI/CD tooling using Argo.",250,7/26/23,1/1/00 10:15,1/1/00 10:45,30,Kubernetes,Kubernetes,Customer Lightning Talk,200 - Intermediate,,,,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,KUB202-R1,Adobe's journey toward building an internal developer platform (IDP),"In this lightning talk, discover how Adobe adopted Amazon EKS and open source technologies to accelerate developer productivity and set a new industry standard. Adobe's journey to the cloud began in 2015 with the launch of the impressive Ethos platform. With over 300 multi-tenant clusters and 3 million containers deployed across multiple regions, Ethos provides high resiliency, reliability, and robust CI/CD capabilities to more than 10,000 Adobe developers. Explore how Adobe is now evolving Ethos into a seamless internal developer platform (IDP) by integrating observability, security, diagnostics, and GitOps-based CI/CD tooling using Argo.",250,7/26/23,1/1/00 12:45,1/1/00 13:15,30,Kubernetes,Kubernetes,Customer Lightning Talk,200 - Intermediate,,,,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,LFS201,How Ginkgo Bioworks accelerates R&D for bioengineering with AWS,"Ginkgo, a leader in biology engineering, embarked on a transformative journey with AWS to empower scientists to conduct 3 times more biology research every year. This lightning talk delves into the decision-making process, planning phase, architectural design, data, and application migration strategies that have allowed Ginkgo to process vast amounts of scientific data at scale. Ginkgo shares the valuable lessons they learned along the way to meet their scaling objective driven by Knight's Law in their commitment to making biology easier to engineer.",250,7/26/23,1/1/00 15:30,1/1/00 16:00,30,"Architecture,Cloud Operations,Migration & Transfer",Life & Sciences,Customer Lightning Talk,200 - Intermediate,"Innovation on AWS,Digital Native Business (DNB)","Business Executive,Solution or Systems Architect",Life Sciences,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
New York,MIG201-FM,How MAP helped CoStar accelerate their cloud migration,"To address scale and speed challenges with their on-premises SQL Server systemâ€”it was not meeting the growth of the modern real estate marketâ€”the CoStar Group used MAP 2.0 to help accelerate migration to an advanced data platform utilizing Amazon SQS, Amazon DynamoDB, and Amazon Aurora. Join this lightning talk to hear how they achieved a 1,200% increase in the amount of actively managed data, 75% decrease in costs, 4,400% faster load time, and over 99% less time to provision additional resources. Discover how you can deliver the next generation of cloud solutions with a driven team, MAP 2.0 cost offsets, and your AWS Account team.",600,7/26/23,1/1/00 15:00,1/1/00 15:30,30,"Migration & Transfer,Database,Analytics",Field - Migration,Customer Lightning Talk,200 - Intermediate,"Customer Stories,Modernization,Innovation on AWS","IT Executive,Business Executive,Solution or Systems Architect",,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,MIG301,Accelerate business process innovation with the AWS SDK for SAP ABAP,"Transform your business processes and extend mission-critical ERP applications with the help of cloud services. The AWS SDK for SAP ABAP makes it easy for ABAP developers to modernize and transform SAP-based business processes by providing simple, secure, and configurable connections between ABAP environments and 200+ AWS services. Join this chalk talk to explore how to use AI/ML, IoT, and analytics to accelerate innovation and reimagine SAP-based business processes. Learn how to utilize Amazon Textract, Amazon Translate, Amazon S3, and other AWS services from SAP ABAP to automate document processing and other essential processes.",100,7/26/23,1/1/00 13:00,1/1/00 14:00,60,Enterprise & Migration,Migration,Chalk Talk,300 - Advanced,"SAP,Business Intelligence,Modernization","IT Administrator,IT Executive,IT Professional or Technical Manager","Healthcare,Consumer Packaged Goods,Manufacturing & Industrial",0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
New York,MKT301,Govern your third-party purchases in AWS Marketplace,"Third-party software helps you innovate by providing you tools that help you get your applications to market faster and run your business more cost-effectively. Expedited procurement and deployment of third-party software requires you to set up appropriate governance and controls to allow key stakeholders in procurement, cybersecurity, lines of business, and IT to expedite their processes without sacrificing those controls. Join this builders' session to learn how these key players can work together to activate seamless, governed third-party product procurement using the roles, permissions, and features in AWS Marketplace. You must bring your laptop and have an AWS account with admin rights to participate. AWS credits will be provided.",40,7/26/23,1/1/00 14:30,1/1/00 15:30,60,"Management & Governance,Security/Identity/Compliance",AWS Marketplace,Builders' Session,300 - Advanced,"AWS Marketplace,Governance/Risk/Compliance","Developer / Engineer,DevOps Engineer,IT Professional or Technical Manager",Government,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,NET201,AWS networking fundamentals: Setting up your global network,"Join this chalk talk to explore the fundamentals of networking using Amazon VPC and AWS Transit Gateway. In this interactive talk, learn how to design and build a virtual private cloud (VPC), including choosing and configuring IPv4 and IPv6 spaces, subnetting, routing, security, NAT, and more. Discover different ways to connect your VPCs to your premises using AWS Site-to-Site VPN and AWS Direct Connect.",100,7/26/23,1/1/00 14:00,1/1/00 15:00,60,"Networking,Architecture",Networking,Chalk Talk,200 - Intermediate,"Network & Infrastructure Security,New to AWS,Global Infrastructure","IT Professional or Technical Manager,Solution or Systems Architect,System Administrator",,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,OPS301,Managing resources with the new AWS Cloud Control Terraform provider,"In this chalk talk, learn how to use the open source AWS Cloud Control provider for Terraform so you can benefit from the availability of new AWS services and features faster, typically on the day of launch. Learn about AWS Cloud Control API and how it exposes resources from the AWS CloudFormation public registry, and discover how the AWS Cloud Control provider for Terraform exposes those resources. Explore cross-provider interoperability and integrating AWS Cloud Control managed resources into your existing Terraform scripts and modules.",100,7/26/23,1/1/00 13:00,1/1/00 14:00,60,"DevOps & Developer Productivity,Cloud Operations,Management & Governance",Open Source,Chalk Talk,300 - Advanced,Open Source,,,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,PTN101,Become an AWS Partner ,"Whether you are just beginning to build or looking to expand your business, the AWS Partner Network can help you get started. Join this lightning talk to learn how you can become an AWS Partner and what benefits partner engagement offers, including training and enablement resources, AWS Well-Architected tools, partner badges that validate your offerings, and funding benefits through programs and resources designed to help you successfully build, market, and sell with AWS.",300,7/26/23,1/1/00 12:45,1/1/00 13:00,15,,APN PSL,Lightning Talk,100 - Foundational,"Customer Enablement,AWS Partners,New to AWS",,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,PTN102,Build your workforce transformation with AWS Training & Certification,"As adoption of cloud computing grows, so does the demand for skilled talent that understands how to realize the full potential of the cloud. Learn how to build that for your organization with cloud training and AWS Certification at scale.",300,7/26/23,1/1/00 9:30,1/1/00 9:45,15,Training & Certification,APN PSL,Lightning Talk,100 - Foundational,"Customer Enablement,AWS Partners",,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,PTN103,Reduce vendor risk exposure and friction with AWS Marketplace,"Cloud software and data are critical for fueling fast-paced business decisions and innovation. Organizations and their teams need to procure and deploy the tools they need fast. However, speed and ease of procurement can't be at the expense of risk and governance. AWS Marketplace makes it easier for tech professionals to find, buy, deploy, and manage software and data while facilitating thorough risk assessments, visibility, and contractual protection. In this lightning talk, learn more about how AWS and AWS Partners can help customers reduce risk exposure and friction in the digital supply chain with AWS Marketplace.",300,7/26/23,1/1/00 15:45,1/1/00 16:00,15,,APN PSL,Lightning Talk,100 - Foundational,AWS Marketplace,"IT Professional or Technical Manager,Solution or Systems Architect,Business Executive",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,PTN104,Scale faster with specialized AWS Partners ,"Whether you are a small, medium, or large enterprise, there's an AWS Partner with the right specialized expertise and demonstrated customer experience to help grow your business. But with so many partners to choose from, where do you start? Join this lightning talk to learn how specialized partners (with AWS Service Ready designations, Managed Service Provider credentials, or AWS Competencies) can drive innovation and greater business value for AWS customers like you. Find out how to select the right specialized partner to help you achieve your unique business objectives faster.",300,7/26/23,1/1/00 14:15,1/1/00 14:30,15,,APN PSL,Lightning Talk,100 - Foundational,"Customer Enablement,AWS Partners,New to AWS",,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,RET201,Composable commerce featuring Just Walk Out technology by Amazon,"Retailers continue to focus on improving the customer experience, whether online, in a mobile app, or in stores. AWS teams believe that every channel requires a bespoke user interface, but the backend commerce services should be common. This reduces integration complexities, speeds innovation, and facilitates business agility. In this session, learn how AWS is helping retailers adopt composable commerce in the cloud and hear from an executive guest speaker about how they are bringing innovative shopping experiences enabled by computer vision, sensor fusion, and deep learning into their stores, powered by Just Walk Out technology.",250,7/26/23,1/1/00 9:45,1/1/00 10:45,60,"AI/ML,Internet of Things,Analytics",Industry - Retail,Breakout Session,200 - Intermediate,"Customer Stories,Innovation on AWS","Business Executive,IT Executive,IT Professional or Technical Manager",Retail,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
New York,SEC201,Managing security findings using automation in AWS Security Hub,"Alert fatigue, a shortage of skilled staff, and keeping up with dynamic cloud resources. These are all challenges when it comes to organizations successfully achieving their security goals on AWS. In order to achieve these goals, organizations need to act on security findings associated with cloud-based resources. In this builders' session, discover how to automatically, or semi-automatically, act on security findings aggregated in AWS Security Hub, using automation capabilities and more to help you secure your organization's cloud assets across a diverse set of accounts and Regions.",40,7/26/23,1/1/00 13:00,1/1/00 14:00,60,Security/Identity/Compliance,"Security, Compliance, & Identity",Builders' Session,200 - Intermediate,Threat Detection & Incident Response,"IT Professional or Technical Manager,Solution or Systems Architect",,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,SEC202,Secure Active Directory with AWS Private Certificate Authority,"Certificates and private certificate authorities (CAs) are the basis of identity and trust for many applications, including Active Directory. Explore the concept of PKI resiliency and certificate revocation for AWS Private Certificate Authority (AWS Private CA). In this chalk talk, dive deep into different revocation methods like certificate revocation list (CRL) and Online Certificate Status Protocol (OCSP) and compare their advantages and limitations. Discover how you can use AWS Private CA with on-premises and AWS Managed Active Directory.",100,7/26/23,1/1/00 14:00,1/1/00 15:00,60,,"Security, Compliance, & Identity",Chalk Talk,200 - Intermediate,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,STG201,Choosing AWS storage for machine learning workloads,"Data scientists and machine learning engineers are looking to harness the power of their data and deliver value. Deep learning programs face challenges when they seek to scale into production, and you can't have high-quality data modeling if your storage isn't tailored to your data and your workload. Getting this wrong can lead to unexpected cost and performance issues. In this chalk talk, learn about best practices for optimizing ML data storage to accelerate time to value. Come discover how to select and optimize your storage so you can build better, innovate faster, and deploy at scale.",100,7/26/23,1/1/00 12:45,1/1/00 13:45,60,"Storage,AI/ML",Storage,Chalk Talk,200 - Intermediate,"Modernization,Business Intelligence","IT Administrator,Developer / Engineer,Student","Media & Entertainment,Financial Services,Healthcare",0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
New York,STG202,"Move your NAS to AWS for better TCO, scalability, and data protection","Managing on-premises network-attached storage (NAS) at scale is complex, often causing inefficiencies and cost overruns. Join this session to learn how Amazon FSx for NetApp ONTAP addresses these challenges and allows you to gain virtually unlimited scalability, improve data resilience, and reduce TCO. Learn from experts about how FSx for ONTAP now supports SnapLock and how this can help you protect your data against ransomware and meet regulatory compliance for data retention. Discover how this technology provides data protection with WORM capabilities and supports tiering of WORM data to lower-cost storage.",600,7/26/23,1/1/00 13:30,1/1/00 14:30,60,"Enterprise & Migration,Storage,Hybrid Cloud",Storage,Breakout Session,200 - Intermediate,"Data Protection,Resilience,Governance/Risk/Compliance","Business Executive,IT Administrator,IT Executive","Financial Services,Healthcare,Government",0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,STG301,Protect AWS resources with AWS Backup,"In this builders' session, learn how to use AWS Backup to protect your data and prove data protection compliance. Walk through how to deploy backup plans and vaults, assign resources, create on-demand backups, perform cross-Region backup and restore, create immutable backups with AWS Backup Vault Lock, and demonstrate compliance with AWS Backup Audit Manager. You must bring your laptop to participate.",40,7/26/23,1/1/00 9:30,1/1/00 10:30,60,Storage,Storage,Builders' Session,300 - Advanced,"Data Protection,Governance/Risk/Compliance",Developer / Engineer,"Financial Services,Healthcare,Life Sciences",0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
New York,STG401,Data protection & backup made easy with Amazon EBS snapshots,"Improve data protection and save time and money by simplifying the management of point-in-time copies of your block storage data. Join this builders' session to learn how to design and build automated Amazon EBS snapshot workflows. Walk through examples of scripting data protection workflows with Amazon EBS direct APIs. Learn how to build snapshot automation into your existing data protection scripts and design and code new snapshot workflows. The session also covers topics such as AWS account security, secure sharing, and the Amazon EBS snapshot encryption architecture. You must bring your laptop to participate.",40,7/26/23,1/1/00 16:00,1/1/00 17:00,60,Storage,Storage,Builders' Session,400 - Expert,"Data Protection,Governance/Risk/Compliance,Network & Infrastructure Security",Developer / Engineer,"Financial Services,Healthcare,Life Sciences",0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
